height(cm),weight(kg),gender,size
170.18,80.73944186,Female,XXL
157.48,57.60623099,Female,M
162.56,72.57477920000001,Female,XL
167.64000000000001,58.9670081,Female,S
160.02,68.0388555,Female,XL
160.02,81.6466266,Female,XL
162.56,58.9670081,Female,M
175.26,92.98643585,Female,XXL
157.48,83.91458845000001,Female,L
157.48,83.00740371,Female,XL
162.56,63.502931800000006,Female,XL
175.26,90.718474,Female,XL
170.18,83.91458845000001,Female,XL
177.8,85.27536556,Female,XL
157.48,57.60623099,Female,XL
170.18,68.0388555,Female,M
167.64000000000001,68.0388555,Female,M
157.48,74.84274105,Female,XL
167.64000000000001,69.39963261,Female,M
157.48,63.502931800000006,Female,XL
157.48,56.69904625,Female,S
162.56,64.41011654,Female,XL
160.02,46.266421740000006,Female,S
157.48,67.13167076,Female,M
160.02,81.6466266,Female,XXL
167.64000000000001,76.20351816,Female,XXL
162.56,58.05982336,Female,L
167.64000000000001,54.4310844,Female,M
162.56,72.57477920000001,Female,XXL
149.86,39.00894382,Female,XXS
172.72,84.82177319,Female,XXL
172.72,66.22448602,Female,L
149.86,62.59574706,Female,M
157.48,59.874192840000006,Female,M
175.26,70.30681735,Female,L
167.64000000000001,74.38914868,Female,XL
165.1,57.152638620000005,Female,M
162.56,56.69904625,Female,S
162.56,63.502931800000006,Female,L
157.48,76.20351816,Female,XL
167.64000000000001,70.30681735,Female,M
157.48,55.791861510000004,Female,M
172.72,76.20351816,Female,XXL
157.48,72.57477920000001,Female,XL
160.02,68.0388555,Female,XL
180.34,90.718474,Female,XXL
160.02,65.77089365,Female,XL
162.56,56.69904625,Female,S
157.48,56.24545388,Female,S
157.48,64.86370891,Female,XL
149.86,65.77089365,Female,XL
167.64000000000001,76.20351816,Female,XL
162.56,65.77089365,Female,L
167.64000000000001,68.0388555,Female,L
157.48,63.502931800000006,Female,XL
162.56,58.05982336,Female,S
154.94,73.48196394,Female,XXL
167.64000000000001,58.513415730000006,Female,S
160.02,74.84274105,Female,XXL
170.18,71.66759446,Female,M
167.64000000000001,81.6466266,Female,XL
175.26,77.1107029,Female,XL
172.72,83.00740371,Female,XXL
182.88,80.73944186,Female,XL
167.64000000000001,73.48196394,Female,XL
160.02,61.23496995,Female,M
162.56,65.77089365,Female,XL
165.1,68.0388555,Female,XL
157.48,49.895160700000005,Female,S
165.1,64.41011654,Female,S
165.1,63.502931800000006,Female,M
162.56,62.59574706,Female,XXL
162.56,81.6466266,Female,XXL
175.26,62.142154690000005,Female,M
160.02,65.77089365,Female,S
160.02,61.23496995,Female,M
157.48,70.76040972,Female,XL
160.02,68.0388555,Female,M
162.56,74.38914868,Female,XL
162.56,56.24545388,Female,S
165.1,68.94604024,Female,M
172.72,98.88313666,Female,L
167.64000000000001,49.895160700000005,Female,S
167.64000000000001,79.83225712000001,Female,XXL
162.56,69.39963261,Female,L
152.4,61.23496995,Female,L
170.18,68.94604024,Female,M
167.64000000000001,77.1107029,Female,L
165.1,77.1107029,Female,XXL
177.8,81.6466266,Female,XL
160.02,47.62719885,Female,S
157.48,59.420600470000004,Female,S
180.34,72.57477920000001,Female,XL
172.72,78.47148001000001,Female,XXL
167.64000000000001,65.77089365,Female,L
162.56,70.30681735,Female,XL
167.64000000000001,60.32778521,Female,S
165.1,61.23496995,Female,M
167.64000000000001,74.84274105,Female,XXL
177.8,66.67807839000001,Female,M
170.18,79.37866475,Female,XXL
160.02,50.34875307,Female,S
162.56,64.41011654,Female,XL
157.48,43.09127515,Female,XXS
160.02,71.21400209000001,Female,XXL
170.18,77.1107029,Female,XL
160.02,61.23496995,Female,M
172.72,74.84274105,Female,XL
165.1,70.30681735,Female,XL
157.48,58.05982336,Female,S
160.02,60.781377580000004,Female,M
167.64000000000001,65.77089365,Female,M
165.1,82.55381134000001,Female,XXL
170.18,58.05982336,Female,M
167.64000000000001,61.68856232,Female,M
170.18,72.57477920000001,Female,XL
160.02,60.781377580000004,Female,S
167.64000000000001,87.08973504000001,Female,XL
157.48,74.84274105,Female,XL
165.1,68.0388555,Female,XL
167.64000000000001,74.84274105,Female,L
149.86,48.98797596,Female,S
162.56,58.05982336,Female,M
167.64000000000001,69.39963261,Female,L
162.56,60.32778521,Female,S
172.72,79.37866475,Female,XXL
175.26,74.84274105,Female,XL
177.8,79.37866475,Female,XL
172.72,68.0388555,Female,L
167.64000000000001,68.0388555,Female,XL
157.48,56.24545388,Female,S
162.56,79.37866475,Female,XXL
167.64000000000001,72.57477920000001,Female,XL
167.64000000000001,74.38914868,Female,XL
180.34,86.1825503,Female,L
160.02,62.59574706,Female,S
175.26,88.45051215000001,Female,XXL
154.94,56.24545388,Female,L
165.1,97.52235955,Female,XL
154.94,53.97749203,Female,M
157.48,58.05982336,Female,S
157.48,68.94604024,Female,M
172.72,70.30681735,Female,M
165.1,77.1107029,Female,L
162.56,70.76040972,Female,XL
175.26,68.94604024,Female,L
162.56,58.05982336,Female,S
175.26,81.6466266,Female,XXL
157.48,62.59574706,Female,M
167.64000000000001,54.4310844,Female,S
162.56,57.60623099,Female,S
165.1,77.1107029,Female,XXL
162.56,69.39963261,Female,L
165.1,58.9670081,Female,S
162.56,58.9670081,Female,S
167.64000000000001,65.77089365,Female,L
162.56,54.4310844,Female,S
170.18,58.9670081,Female,S
162.56,57.60623099,Female,S
157.48,49.895160700000005,Female,XS
165.1,58.9670081,Female,S
175.26,67.13167076,Female,S
154.94,49.895160700000005,Female,S
170.18,56.69904625,Female,S
157.48,72.57477920000001,Female,XXL
165.1,70.30681735,Female,XL
175.26,65.77089365,Female,M
162.56,70.30681735,Female,XL
162.56,58.9670081,Female,M
175.26,65.77089365,Female,M
175.26,76.20351816,Female,XL
175.26,70.30681735,Female,M
170.18,75.29633342000001,Female,XL
170.18,64.86370891,Female,XL
170.18,77.1107029,Female,XXL
185.42000000000002,68.0388555,Female,M
167.64000000000001,64.41011654,Female,L
175.26,68.0388555,Female,L
162.56,62.59574706,Female,L
149.86,43.544867520000004,Female,S
160.02,58.9670081,Female,S
177.8,90.718474,Female,XL
157.48,68.0388555,Female,M
180.34,82.10021897,Female,XXL
167.64000000000001,58.9670081,Female,S
160.02,72.12118683,Female,XL
175.26,77.56429527,Female,XL
167.64000000000001,65.77089365,Female,S
165.1,68.0388555,Female,M
172.72,68.0388555,Female,M
157.48,58.05982336,Female,M
167.64000000000001,74.38914868,Female,L
160.02,80.28584949,Female,XXL
160.02,55.33826914,Female,M
167.64000000000001,63.502931800000006,Female,M
157.48,61.23496995,Female,M
165.1,56.69904625,Female,M
190.5,61.68856232,Female,M
167.64000000000001,78.47148001000001,Female,XL
157.48,63.502931800000006,Female,L
170.18,79.37866475,Female,XXL
152.4,64.41011654,Female,XL
165.1,76.65711053,Female,XXL
165.1,68.0388555,Female,S
175.26,84.82177319,Female,XXL
167.64000000000001,74.84274105,Female,XXL
152.4,53.97749203,Female,L
170.18,77.1107029,Female,XL
162.56,69.39963261,Female,S
160.02,79.37866475,Female,L
175.26,84.82177319,Female,XL
160.02,63.502931800000006,Female,XL
167.64000000000001,62.142154690000005,Female,M
170.18,58.9670081,Female,S
172.72,82.10021897,Female,XL
167.64000000000001,78.47148001000001,Female,XXL
160.02,72.57477920000001,Female,XXL
157.48,63.95652417,Female,M
167.64000000000001,73.48196394,Female,XL
154.94,55.33826914,Female,XL
167.64000000000001,76.20351816,Female,M
177.8,74.84274105,Female,XL
162.56,79.37866475,Female,XL
162.56,69.85322498000001,Female,XL
172.72,68.0388555,Female,XL
167.64000000000001,72.57477920000001,Female,M
162.56,74.84274105,Female,XXL
175.26,77.56429527,Female,M
167.64000000000001,72.57477920000001,Female,XXL
167.64000000000001,65.77089365,Female,S
175.26,77.56429527,Female,XL
172.72,76.20351816,Female,XL
170.18,64.41011654,Female,M
157.48,51.70953018,Female,S
162.56,58.9670081,Female,M
157.48,58.9670081,Female,XL
154.94,50.34875307,Female,S
160.02,66.67807839000001,Female,XL
165.1,61.23496995,Female,XL
167.64000000000001,56.69904625,Female,S
167.64000000000001,65.77089365,Female,S
175.26,68.0388555,Female,M
177.8,75.74992579,Female,M
160.02,77.1107029,Female,XXL
162.56,77.1107029,Female,XL
162.56,71.21400209000001,Female,L
152.4,51.255937810000006,Female,S
152.4,63.502931800000006,Female,XL
157.48,65.77089365,Female,XL
170.18,89.81128926000001,Female,XXL
160.02,66.67807839000001,Female,XL
160.02,54.4310844,Female,S
175.26,73.93555631000001,Female,XL
167.64000000000001,58.05982336,Female,M
175.26,73.93555631000001,Female,XL
162.56,70.30681735,Female,L
165.1,68.0388555,Female,L
167.64000000000001,57.60623099,Female,S
175.26,58.9670081,Female,S
160.02,72.57477920000001,Female,XXL
162.56,66.22448602,Female,M
157.48,64.41011654,Female,XL
165.1,73.48196394,Female,XXL
165.1,58.9670081,Female,S
172.72,72.57477920000001,Female,M
172.72,70.30681735,Female,L
162.56,72.57477920000001,Female,XL
170.18,72.57477920000001,Female,XL
165.1,63.502931800000006,Female,M
167.64000000000001,61.23496995,Female,S
162.56,56.69904625,Female,L
170.18,61.23496995,Female,S
162.56,63.502931800000006,Female,L
162.56,58.05982336,Female,S
167.64000000000001,72.57477920000001,Female,XL
175.26,87.08973504000001,Female,XL
162.56,61.23496995,Female,XL
160.02,52.163122550000004,Female,S
157.48,54.4310844,Female,M
157.48,52.163122550000004,Female,S
157.48,63.04933943,Female,XL
175.26,72.57477920000001,Female,XL
157.48,70.30681735,Female,XL
167.64000000000001,68.94604024,Female,XL
160.02,66.22448602,Female,XL
167.64000000000001,63.95652417,Female,S
152.4,64.41011654,Female,L
160.02,56.69904625,Female,M
172.72,72.57477920000001,Female,XL
170.18,79.37866475,Female,M
162.56,61.68856232,Female,L
167.64000000000001,62.142154690000005,Female,L
167.64000000000001,58.05982336,Female,S
149.86,67.13167076,Female,XL
172.72,89.35769689,Female,XXL
154.94,61.68856232,Female,XL
167.64000000000001,78.01788764,Female,XXL
157.48,65.31730128000001,Female,XL
165.1,83.00740371,Female,XL
160.02,64.86370891,Female,L
157.48,61.68856232,Female,L
167.64000000000001,89.81128926000001,Female,XXL
165.1,72.57477920000001,Female,XL
167.64000000000001,61.23496995,Female,XL
167.64000000000001,56.24545388,Female,S
165.1,77.1107029,Female,XL
154.94,56.69904625,Female,M
175.26,88.45051215000001,Female,XL
160.02,83.91458845000001,Female,XXL
157.48,49.895160700000005,Female,S
167.64000000000001,63.95652417,Female,XL
154.94,68.94604024,Female,XXL
154.94,65.31730128000001,Female,XXL
154.94,59.874192840000006,Female,L
162.56,73.48196394,Female,XL
167.64000000000001,76.20351816,Female,M
160.02,64.41011654,Female,XXL
167.64000000000001,73.93555631000001,Female,L
167.64000000000001,53.07030729,Female,XXS
160.02,62.59574706,Female,XL
167.64000000000001,78.92507238,Female,XXL
157.48,57.152638620000005,Female,S
157.48,65.31730128000001,Female,XL
160.02,55.791861510000004,Female,S
160.02,63.502931800000006,Female,S
172.72,69.39963261,Female,XL
162.56,56.69904625,Female,L
157.48,63.502931800000006,Female,XL
167.64000000000001,59.874192840000006,Female,S
160.02,72.57477920000001,Female,XL
162.56,74.84274105,Female,XL
149.86,68.0388555,Female,XL
175.26,72.57477920000001,Female,XL
152.4,50.80234544,Female,S
175.26,67.13167076,Female,S
170.18,67.13167076,Female,L
162.56,67.58526313,Female,XL
167.64000000000001,65.77089365,Female,XL
157.48,61.23496995,Female,L
165.1,63.502931800000006,Female,S
144.78,56.24545388,Female,S
165.1,54.4310844,Female,S
160.02,68.0388555,Female,XL
152.4,40.8233133,Female,S
157.48,72.12118683,Female,XL
160.02,70.30681735,Female,XXL
170.18,73.93555631000001,Female,L
167.64000000000001,65.77089365,Female,S
157.48,58.513415730000006,Female,S
154.94,73.48196394,Female,M
152.4,59.420600470000004,Female,S
165.1,56.69904625,Female,S
157.48,63.502931800000006,Female,XL
152.4,56.24545388,Female,S
172.72,65.77089365,Female,S
162.56,68.94604024,Female,XL
185.42000000000002,90.718474,Female,L
162.56,47.62719885,Female,S
182.88,74.84274105,Female,M
167.64000000000001,56.69904625,Female,XS
162.56,63.502931800000006,Female,L
170.18,68.0388555,Female,L
180.34,94.34721296000001,Female,XL
154.94,63.04933943,Female,XXL
152.4,52.163122550000004,Female,S
160.02,68.0388555,Female,XL
172.72,72.57477920000001,Female,XL
182.88,88.45051215000001,Female,XXL
167.64000000000001,63.95652417,Female,S
157.48,53.523899660000005,Female,XXS
154.94,56.24545388,Female,S
165.1,66.67807839000001,Female,XL
167.64000000000001,59.874192840000006,Female,S
157.48,66.22448602,Female,XL
160.02,58.9670081,Female,M
160.02,58.9670081,Female,XL
149.86,52.163122550000004,Female,S
162.56,61.23496995,Female,S
144.78,53.523899660000005,Female,M
160.02,61.68856232,Female,XL
170.18,64.86370891,Female,M
175.26,81.6466266,Female,XL
165.1,61.23496995,Female,S
162.56,72.57477920000001,Female,L
165.1,77.1107029,Female,XXL
172.72,73.02837157,Female,XL
160.02,56.69904625,Female,S
175.26,90.718474,Female,XXL
167.64000000000001,72.57477920000001,Female,XL
170.18,76.20351816,Female,XXL
165.1,70.30681735,Female,XL
165.1,62.59574706,Female,S
165.1,57.60623099,Female,S
167.64000000000001,74.84274105,Female,XL
170.18,68.0388555,Female,XL
165.1,60.32778521,Female,M
170.18,62.59574706,Female,XS
167.64000000000001,72.57477920000001,Female,L
170.18,65.77089365,Female,M
152.4,56.69904625,Female,S
167.64000000000001,72.57477920000001,Female,XL
167.64000000000001,66.22448602,Female,XL
162.56,57.152638620000005,Female,S
154.94,56.69904625,Female,M
160.02,68.49244787,Female,XL
165.1,68.0388555,Female,M
152.4,49.895160700000005,Female,XXS
177.8,72.57477920000001,Female,L
154.94,57.60623099,Female,S
170.18,67.13167076,Female,XL
160.02,56.69904625,Female,S
160.02,72.57477920000001,Female,M
172.72,65.77089365,Female,S
170.18,59.420600470000004,Female,XS
160.02,65.77089365,Female,L
165.1,57.152638620000005,Female,S
154.94,48.08079122,Female,S
167.64000000000001,58.9670081,Female,S
167.64000000000001,69.85322498000001,Female,XL
162.56,63.502931800000006,Female,XL
157.48,53.523899660000005,Female,XS
157.48,51.255937810000006,Female,S
162.56,72.57477920000001,Female,XL
162.56,70.30681735,Female,L
162.56,53.523899660000005,Female,S
157.48,56.69904625,Female,S
167.64000000000001,69.39963261,Female,L
170.18,83.91458845000001,Female,XL
165.1,53.523899660000005,Female,S
152.4,52.163122550000004,Female,S
165.1,58.9670081,Female,L
167.64000000000001,72.57477920000001,Female,L
157.48,57.60623099,Female,XL
165.1,64.86370891,Female,M
160.02,55.33826914,Female,XXS
160.02,58.9670081,Female,S
165.1,65.77089365,Female,XL
175.26,75.74992579,Female,M
160.02,55.791861510000004,Female,S
162.56,61.23496995,Female,M
167.64000000000001,58.9670081,Female,S
162.56,68.0388555,Female,M
157.48,60.32778521,Female,S
147.32,45.359237,Female,XS
170.18,72.57477920000001,Female,XL
170.18,72.57477920000001,Female,L
157.48,53.07030729,Female,XXS
152.4,52.163122550000004,Female,XS
154.94,62.142154690000005,Female,L
172.72,78.92507238,Female,M
157.48,56.24545388,Female,M
162.56,68.0388555,Female,M
165.1,58.05982336,Female,S
157.48,61.23496995,Female,S
170.18,77.1107029,Female,S
157.48,52.61671492,Female,S
162.56,57.60623099,Female,S
172.72,68.0388555,Female,XL
162.56,76.65711053,Female,XL
170.18,59.420600470000004,Female,S
157.48,61.23496995,Female,XL
154.94,53.523899660000005,Female,XS
167.64000000000001,61.23496995,Female,M
152.4,58.05982336,Female,M
167.64000000000001,64.86370891,Female,S
152.4,62.59574706,Female,S
167.64000000000001,90.718474,Female,L
167.64000000000001,64.86370891,Female,M
144.78,67.13167076,Female,XL
162.56,76.65711053,Female,XXL
172.72,64.86370891,Female,L
175.26,107.95498406,Female,XL
177.8,86.1825503,Female,XXL
167.64000000000001,77.1107029,Female,XL
162.56,83.00740371,Female,XXL
162.56,67.58526313,Female,XL
162.56,74.84274105,Female,XL
160.02,79.37866475,Female,XXL
165.1,68.0388555,Female,XL
170.18,70.30681735,Female,XL
165.1,54.4310844,Female,XXS
172.72,78.47148001000001,Female,XL
167.64000000000001,65.31730128000001,Female,M
160.02,56.69904625,Female,M
165.1,82.55381134000001,Female,XXL
172.72,81.6466266,Female,XL
167.64000000000001,69.85322498000001,Female,L
162.56,90.718474,Female,XL
160.02,62.142154690000005,Female,XL
167.64000000000001,67.13167076,Female,XL
160.02,61.68856232,Female,M
167.64000000000001,58.9670081,Female,S
165.1,68.49244787,Female,XL
160.02,67.58526313,Female,XL
160.02,63.502931800000006,Female,S
165.1,59.874192840000006,Female,S
172.72,72.57477920000001,Female,L
149.86,60.32778521,Female,M
167.64000000000001,63.04933943,Female,S
165.1,56.69904625,Female,S
170.18,66.67807839000001,Female,L
170.18,63.502931800000006,Female,S
162.56,58.9670081,Female,S
157.48,61.68856232,Female,M
167.64000000000001,68.0388555,Female,M
167.64000000000001,63.04933943,Female,M
177.8,74.84274105,Female,M
170.18,83.91458845000001,Female,XL
162.56,57.60623099,Female,M
160.02,67.58526313,Female,L
160.02,61.23496995,Female,XL
172.72,74.84274105,Female,XL
160.02,63.502931800000006,Female,M
167.64000000000001,62.59574706,Female,L
157.48,60.781377580000004,Female,S
162.56,68.0388555,Female,M
157.48,58.9670081,Female,M
167.64000000000001,72.57477920000001,Female,L
160.02,58.9670081,Female,L
165.1,65.77089365,Female,M
144.78,47.62719885,Female,S
167.64000000000001,73.48196394,Female,XL
172.72,78.01788764,Female,XL
167.64000000000001,67.13167076,Female,XL
160.02,62.59574706,Female,S
160.02,72.57477920000001,Female,XL
165.1,58.9670081,Female,S
160.02,66.22448602,Female,M
157.48,61.23496995,Female,S
170.18,74.84274105,Female,M
172.72,70.76040972,Female,S
170.18,61.68856232,Female,S
